event_id,source,title,summary,url,published_at,ingested_at,category,language,location,author,entities,sentiment,relevance_score
evt_000204,BBC,NYTimes announces government in partnership,Short abstract 204,https://media.org/article/664826,2025-08-31 20:37:37.732433+00:00,2025-08-31 21:36:37.732433+00:00,business,fr,,Staff Writer,"[""ai"", ""economy""]",0.331537868645496,0.5241579009089671
evt_000205,ESPN,Reuters investigates chip in partnership,Short abstract 205,https://site.net/article/686468,2025-08-31 21:32:37.732433+00:00,2025-09-01 07:11:37.732433+00:00,entertainment,,,Staff Writer,"{""key"": ""value""}",0.8496105974066921,0.31123964434587403
evt_000206,Bloomberg,BBC reports device in partnership,Short abstract 206,https://example.com/article/754971,2025-09-01 07:46:37.732433+00:00,2025-09-01 14:16:37.732433+00:00,technology,en,US,Staff Writer,"{""key"": ""value""}",0.257613450702254,0.49422539404237603
evt_000207,BBC,BBC files market citing demand,Short abstract 207,https://news.com/article/563006,2025-09-01 16:30:37.732433+00:00,2025-09-01 23:53:37.732433+00:00,politics,en,AU,Staff Writer,"{""key"": ""value""}",,0.082622230788591
evt_000208,Reuters,AP News launches policy in partnership,Short abstract 208,https://site.net/article/806962,2025-08-31 14:17:37.732433+00:00,2025-08-31 15:37:37.732433+00:00,politics,,US,Staff Writer,"{""key"": ""value""}",0.480018593434608,0.243591092671324
evt_000209,The Verge,Reuters investigates device after review,Short abstract 209,https://news.com/article/441883,2025-08-31 15:04:37.732433+00:00,2025-08-31 23:59:37.732433+00:00,world,en,CA,Staff Writer,"[""ai"", ""economy""]",0.08592679376939101,0.10073761613962501
evt_000210,The Verge,BBC investigates team amid growth,Short abstract 210,https://site.net/article/361863,2025-09-01 12:10:37.732433+00:00,2025-09-01 22:20:37.732433+00:00,technology,,BR,Staff Writer,"{""key"": ""value""}",0.524773741056163,0.381248009843541
evt_000211,ESPN,BBC debuts startup citing demand,Short abstract 211,https://example.com/article/259307,2025-09-01 12:52:37.732433+00:00,2025-09-02 01:39:37.732433+00:00,,en,IN,,"{""key"": ""value""}",-0.16816766162059202,0.135353261177273
evt_000212,TechCrunch,AP News debuts government as season starts,Short abstract 212,https://site.net/article/451972,2025-08-31 18:40:37.732433+00:00,2025-09-01 04:50:37.732433+00:00,,en,AU,Staff Writer,"[""ai"", ""economy""]",0.236326279890912,0.34797440755198505
evt_000213,Al Jazeera,TechCrunch announces market amid growth,Short abstract 213,https://media.org/article/167692,2025-09-02 14:44:37.732433+00:00,2025-09-02 15:16:37.732433+00:00,,en,GB,,"[""ai"", ""economy""]",0.20150548544672703,0.37302921687994
evt_000214,NYTimes,BBC files economy amid growth,Short abstract 214,https://site.net/article/181083,2025-08-30 18:30:37.732433+00:00,2025-08-30 20:19:37.732433+00:00,world,en,AU,,"{""key"": ""value""}",0.057464366167883,0.364727218990661
evt_000215,Reuters,CNN files market following earnings,Short abstract 215,https://media.org/article/380187,2025-09-01 17:46:37.732433+00:00,2025-09-01 20:03:37.732433+00:00,politics,,US,Staff Writer,"[""ai"", ""economy""]",0.254939882469899,0.35637460158183704
evt_000216,The Verge,TechCrunch debuts government in new study,Short abstract 216,https://news.com/article/505880,2025-08-30 17:25:37.732433+00:00,2025-08-31 02:51:37.732433+00:00,world,en,FR,,"[""ai"", ""economy""]",0.43812071875851605,0.44684622440319605
evt_000217,The Verge,Al Jazeera debuts scientist in partnership,Short abstract 217,https://example.com/article/191030,2025-09-02 15:31:37.732433+00:00,2025-09-02 23:03:37.732433+00:00,politics,fr,US,,"{""key"": ""value""}",-0.023792979788755,0.146256209226403
evt_000218,Bloomberg,ESPN expands market following earnings,Short abstract 218,https://site.net/article/634909,2025-08-30 16:26:37.732433+00:00,2025-08-31 01:07:37.732433+00:00,world,fr,,,"{""key"": ""value""}",0.481808284117864,0.38162010133504004
evt_000219,NYTimes,The Verge expands chip as season starts,Short abstract 219,https://example.com/article/759450,2025-08-31 15:24:37.732433+00:00,2025-09-01 00:28:37.732433+00:00,world,fr,AU,,"[""ai"", ""economy""]",0.897804171011893,0.345011014201259
evt_000220,Bloomberg,NYTimes expands vaccine in new study,Short abstract 220,https://news.com/article/169048,2025-09-01 05:48:37.732433+00:00,2025-09-01 17:18:37.732433+00:00,,fr,DE,Staff Writer,"[""ai"", ""economy""]",0.7398547238556911,0.38349773605185106
evt_000221,ESPN,BBC launches government following earnings,Short abstract 221,https://site.net/article/229010,2025-08-31 17:31:37.732433+00:00,2025-09-01 01:42:37.732433+00:00,science,en,CA,Staff Writer,"{""key"": ""value""}",0.6793680456205641,0.14644375466568602
evt_000222,The Verge,TechCrunch investigates vaccine as season starts,Short abstract 222,https://site.net/article/866172,2025-08-30 21:13:37.732433+00:00,2025-08-30 23:41:37.732433+00:00,world,en,,Staff Writer,"[""ai"", ""economy""]",,0.09274299849404401
evt_000223,Bloomberg,NYTimes reveals device citing demand,Short abstract 223,,2025-08-31 17:15:37.732433+00:00,2025-08-31 23:57:37.732433+00:00,sports,en,CA,Staff Writer,"{""key"": ""value""}",-0.789098577330533,0.17306571733171502
evt_000224,The Verge,ESPN announces economy as season starts,Short abstract 224,https://example.com/article/311479,2025-08-30 18:29:37.732433+00:00,2025-08-31 06:49:37.732433+00:00,technology,en,CA,Staff Writer,"{""key"": ""value""}",0.618620998623824,0.570480129229266
evt_000225,The Verge,TechCrunch debuts chip in new study,Short abstract 225,https://media.org/article/350217,2025-09-02 10:01:37.732433+00:00,2025-09-02 15:25:37.732433+00:00,science,fr,IN,,"{""key"": ""value""}",-0.31077025865303304,0.20991204249517
evt_000226,AP News,AP News secures device following earnings,Short abstract 226,https://site.net/article/774227,2025-08-31 16:42:37.732433+00:00,2025-09-01 00:55:37.732433+00:00,world,en,GB,Staff Writer,"{""key"": ""value""}",0.861871220529777,0.147603358531421
evt_000227,ESPN,BBC announces vaccine following earnings,Short abstract 227,https://publisher.io/article/889368,2025-08-31 04:02:37.732433+00:00,2025-08-31 15:29:37.732433+00:00,politics,en,AU,,"{""key"": ""value""}",-0.474956972255669,0.085629777799612
evt_000228,TechCrunch,ESPN announces policy after review,Short abstract 228,https://publisher.io/article/957189,2025-09-02 09:47:37.732433+00:00,2025-09-02 18:05:37.732433+00:00,politics,en,BR,Staff Writer,"[""ai"", ""economy""]",-0.333640630145688,0.247476544636503
evt_000229,Bloomberg,ESPN launches economy as season starts,Short abstract 229,https://publisher.io/article/247031,2025-08-30 14:09:37.732433+00:00,2025-08-30 15:17:37.732433+00:00,science,en,IN,Staff Writer,"{""key"": ""value""}",0.43407704533028,0.179589583424479
evt_000230,AP News,Bloomberg debuts team as season starts,Short abstract 230,https://publisher.io/article/513959,2025-09-02 15:35:37.732433+00:00,2025-09-02 21:52:37.732433+00:00,finance,en,US,Staff Writer,"{""key"": ""value""}",0.316094692321499,0.46848514182864204
evt_000231,The Verge,CNN wins market after review,Short abstract 231,https://media.org/article/586774,2025-08-31 14:55:37.732433+00:00,2025-08-31 19:49:37.732433+00:00,business,en,IN,Staff Writer,"[""ai"", ""economy""]",0.46544465889595205,0.17284354652761
evt_000232,Reuters,Bloomberg launches economy amid growth,Short abstract 232,https://publisher.io/article/963383,2025-09-01 14:17:37.732433+00:00,2025-09-02 03:02:37.732433+00:00,world,en,CA,Staff Writer,"{""key"": ""value""}",-0.177225431047833,0.25099443654589704
evt_000233,Al Jazeera,ESPN debuts vaccine after review,Short abstract 233,https://example.com/article/288885,2025-09-01 14:01:37.732433+00:00,2025-09-01 15:52:37.732433+00:00,science,es,GB,Staff Writer,"[""ai"", ""economy""]",0.6207020108286161,0.130077495959599
evt_000234,NYTimes,BBC secures scientist as season starts,Short abstract 234,https://media.org/article/940883,2025-09-02 05:54:37.732433+00:00,2025-09-02 13:25:37.732433+00:00,sports,fr,IN,Staff Writer,"[""ai"", ""economy""]",0.171037651864445,0.24345410620970803
evt_000235,AP News,Reuters debuts scientist as season starts,Short abstract 235,https://site.net/article/819231,2025-09-01 12:42:37.732433+00:00,2025-09-01 13:13:37.732433+00:00,science,en,US,,"{""key"": ""value""}",0.306956862166544,0.47788139282566305
evt_000236,Al Jazeera,Bloomberg files startup citing demand,Short abstract 236,https://media.org/article/675385,2025-09-01 18:53:37.732433+00:00,2025-09-02 00:11:37.732433+00:00,politics,en,IN,,"[""ai"", ""economy""]",0.267316252720523,0.39201236107853105
evt_000237,The Verge,CNN files policy after review,Short abstract 237,https://news.com/article/550739,2025-09-01 08:41:37.732433+00:00,2025-09-01 10:21:37.732433+00:00,world,es,FR,Staff Writer,"[""ai"", ""economy""]",0.262089682246036,0.22315582308474402
evt_000238,NYTimes,NYTimes announces team following earnings,Short abstract 238,https://site.net/article/197508,2025-09-02 00:04:37.732433+00:00,2025-09-02 12:17:37.732433+00:00,sports,en,CA,,"[""ai"", ""economy""]",0.8411103692639651,0.18827892833526003
evt_000239,The Verge,CNN expands team amid growth,Short abstract 239,https://example.com/article/101376,2025-08-30 17:10:37.732433+00:00,2025-08-30 17:58:37.732433+00:00,world,en,IN,Staff Writer,"{""key"": ""value""}",-0.139577798567489,0.36212571153320405
evt_000240,Bloomberg,BBC announces team in partnership,Short abstract 240,https://publisher.io/article/577083,2025-08-31 21:24:37.732433+00:00,2025-09-01 02:54:37.732433+00:00,business,es,,Staff Writer,"{""key"": ""value""}",-0.208116238214603,0.145966080819495
evt_000241,Al Jazeera,AP News debuts chip as season starts,Short abstract 241,https://publisher.io/article/977857,2025-08-31 11:19:37.732433+00:00,2025-08-31 13:17:37.732433+00:00,world,en,DE,,"[""ai"", ""economy""]",-0.701511888171195,0.240030577031857
evt_000242,ESPN,The Verge wins team amid growth,Short abstract 242,https://news.com/article/222757,2025-08-31 17:36:37.732433+00:00,2025-09-01 01:41:37.732433+00:00,technology,en,CA,Staff Writer,"{""key"": ""value""}",-0.11755858020828001,0.740027782052818
evt_000243,NYTimes,The Verge reveals scientist citing demand,Short abstract 243,https://news.com/article/233288,2025-08-31 04:31:37.732433+00:00,2025-08-31 05:07:37.732433+00:00,,en,,Staff Writer,"[""ai"", ""economy""]",-0.133659902778195,0.174254330621733
evt_000244,Al Jazeera,CNN reports policy in partnership,Short abstract 244,https://media.org/article/132422,2025-09-02 13:11:37.732433+00:00,2025-09-02 14:40:37.732433+00:00,science,en,,Staff Writer,"[""ai"", ""economy""]",0.44750344056288505,0.140737582869518
evt_000245,CNN,Al Jazeera files market in partnership,Short abstract 245,https://publisher.io/article/453679,2025-09-02 00:41:37.732433+00:00,2025-09-02 09:18:37.732433+00:00,business,en,AU,Staff Writer,"[""ai"", ""economy""]",0.848227295228773,0.21056965070246
evt_000246,Al Jazeera,BBC launches government following earnings,Short abstract 246,https://example.com/article/192325,2025-09-01 01:16:37.732433+00:00,2025-09-01 01:25:37.732433+00:00,world,en,IN,,"[""ai"", ""economy""]",-0.732774150441578,0.40345843029329403
evt_000247,CNN,CNN reveals policy amid growth,Short abstract 247,https://site.net/article/139561,2025-09-01 19:55:37.732433+00:00,2025-09-01 23:44:37.732433+00:00,health,fr,DE,,"[""ai"", ""economy""]",0.6969303844046401,0.253252566783056
evt_000248,Bloomberg,TechCrunch announces chip as season starts,Short abstract 248,https://publisher.io/article/270107,2025-09-02 07:34:37.732433+00:00,2025-09-02 19:14:37.732433+00:00,world,en,BR,Staff Writer,"[""ai"", ""economy""]",0.35273649580413,0.22209408793867602
evt_000249,Al Jazeera,BBC debuts device in partnership,Short abstract 249,https://publisher.io/article/413494,2025-08-31 23:36:37.732433+00:00,2025-09-01 00:49:37.732433+00:00,technology,fr,,Staff Writer,"[""ai"", ""economy""]",-0.084615966274244,0.07449386613679501
evt_000250,CNN,CNN reports AI model following earnings,Short abstract 250,https://site.net/article/702935,2025-09-02 06:56:37.732433+00:00,2025-09-02 17:47:37.732433+00:00,,es,US,Staff Writer,"[""ai"", ""economy""]",0.010240241843835,0.21643894609316902
evt_000251,CNN,Bloomberg expands device in partnership,Short abstract 251,https://media.org/article/612809,2025-08-31 19:54:37.732433+00:00,2025-09-01 00:19:37.732433+00:00,economy,en,GB,,"{""key"": ""value""}",0.230500775959315,0.100166351518345
evt_000252,NYTimes,CNN announces government following earnings,Short abstract 252,https://publisher.io/article/134151,2025-08-31 11:08:37.732433+00:00,2025-08-31 13:37:37.732433+00:00,entertainment,,GB,,"{""key"": ""value""}",-0.276858954613496,0.656392694776182
evt_000253,AP News,CNN launches device in partnership,Short abstract 253,https://site.net/article/384668,2025-08-31 07:20:37.732433+00:00,2025-08-31 15:54:37.732433+00:00,world,en,DE,Staff Writer,"{""key"": ""value""}",-0.275537268505258,0.07192317238995101
evt_000254,NYTimes,Al Jazeera reports startup following earnings,Short abstract 254,https://example.com/article/994951,2025-08-31 13:27:37.732433+00:00,2025-08-31 18:47:37.732433+00:00,technology,en,AU,Staff Writer,"[""ai"", ""economy""]",,0.144038441772031
evt_000255,NYTimes,NYTimes debuts startup in partnership,Short abstract 255,https://site.net/article/179589,2025-09-01 06:59:37.732433+00:00,2025-09-01 10:42:37.732433+00:00,finance,fr,DE,Staff Writer,"[""ai"", ""economy""]",-0.013670596814922002,0.197425630732524
evt_000256,TechCrunch,NYTimes launches chip following earnings,Short abstract 256,https://example.com/article/159747,2025-08-31 17:27:37.732433+00:00,2025-09-01 02:12:37.732433+00:00,,es,GB,Staff Writer,"{""key"": ""value""}",0.25340111007800503,0.30474230628575405
evt_000257,ESPN,Reuters reveals vaccine after review,Short abstract 257,,2025-08-30 21:49:37.732433+00:00,2025-08-30 22:35:37.732433+00:00,,,IN,Staff Writer,"[""ai"", ""economy""]",0.46017942874746803,0.48419232761913306
evt_000258,The Verge,CNN investigates economy amid growth,Short abstract 258,https://site.net/article/780314,2025-08-30 22:44:37.732433+00:00,2025-08-31 02:55:37.732433+00:00,business,es,FR,Staff Writer,"[""ai"", ""economy""]",-0.543037567803179,0.164276509405194
evt_000259,Al Jazeera,ESPN launches economy citing demand,Short abstract 259,https://news.com/article/641057,2025-08-31 17:02:37.732433+00:00,2025-09-01 05:19:37.732433+00:00,world,en,IN,Staff Writer,"[""ai"", ""economy""]",0.08980735024498601,0.359105901828951
evt_000260,TechCrunch,Bloomberg wins team citing demand,Short abstract 260,https://site.net/article/306937,2025-08-31 22:25:37.732433+00:00,2025-08-31 23:48:37.732433+00:00,economy,,BR,Staff Writer,"[""ai"", ""economy""]",-0.09697664576615601,0.268767432256517
evt_000261,ESPN,The Verge announces scientist in new study,Short abstract 261,https://site.net/article/768060,2025-08-31 17:21:37.732433+00:00,2025-08-31 20:45:37.732433+00:00,technology,,US,Staff Writer,"[""ai"", ""economy""]",0.268308570623969,0.152586983294713
evt_000262,AP News,The Verge debuts government as season starts,Short abstract 262,https://publisher.io/article/950374,2025-08-31 03:04:37.732433+00:00,2025-08-31 09:58:37.732433+00:00,entertainment,es,GB,Staff Writer,"[""ai"", ""economy""]",0.401241592419249,0.07643171710042901
evt_000263,Bloomberg,Al Jazeera reveals team after review,Short abstract 263,https://publisher.io/article/201087,2025-09-02 10:12:37.732433+00:00,2025-09-02 21:56:37.732433+00:00,world,fr,FR,,"[""ai"", ""economy""]",-0.507537088488735,0.11882744207772701
evt_000264,AP News,TechCrunch debuts government following earnings,Short abstract 264,https://media.org/article/466709,2025-09-01 00:36:37.732433+00:00,2025-09-01 08:47:37.732433+00:00,politics,en,IN,Staff Writer,"[""ai"", ""economy""]",-0.10026927021031401,0.363665427530225
evt_000265,TechCrunch,AP News files market in partnership,Short abstract 265,https://news.com/article/705891,2025-09-01 03:38:37.732433+00:00,2025-09-01 04:59:37.732433+00:00,science,en,AU,Staff Writer,"{""key"": ""value""}",,0.110434511462922
evt_000266,CNN,NYTimes announces team amid growth,Short abstract 266,https://site.net/article/401450,2025-09-01 23:37:37.732433+00:00,2025-09-02 01:19:37.732433+00:00,technology,es,FR,Staff Writer,"{""key"": ""value""}",-0.240380455768739,0.222813807777568
evt_000267,The Verge,Al Jazeera reports scientist citing demand,Short abstract 267,https://publisher.io/article/941074,2025-09-02 06:57:37.732433+00:00,2025-09-02 14:35:37.732433+00:00,business,,US,Staff Writer,"{""key"": ""value""}",0.096839700552713,0.458199074722045
evt_000268,BBC,ESPN investigates economy amid growth,Short abstract 268,https://publisher.io/article/681867,2025-08-31 21:02:37.732433+00:00,2025-08-31 22:33:37.732433+00:00,economy,en,US,Staff Writer,"{""key"": ""value""}",0.49040872692694704,0.357048588500438
evt_000269,Bloomberg,NYTimes expands scientist after review,Short abstract 269,https://news.com/article/395392,2025-08-31 02:32:37.732433+00:00,2025-08-31 05:12:37.732433+00:00,politics,fr,,,"{""key"": ""value""}",-0.061295002972709005,0.439468135989362
evt_000270,Bloomberg,AP News investigates policy in new study,Short abstract 270,https://site.net/article/636961,2025-09-01 17:45:37.732433+00:00,2025-09-02 04:17:37.732433+00:00,economy,en,AU,Staff Writer,"[""ai"", ""economy""]",0.024112056017178002,0.20204360045452
evt_000271,The Verge,AP News secures AI model after review,Short abstract 271,https://publisher.io/article/576738,2025-09-02 07:55:37.732433+00:00,2025-09-02 11:29:37.732433+00:00,sports,,AU,Staff Writer,"{""key"": ""value""}",-0.22705597052109602,0.6631226420856551
evt_000272,ESPN,CNN reports team after review,Short abstract 272,https://media.org/article/883969,2025-09-01 15:42:37.732433+00:00,2025-09-02 01:39:37.732433+00:00,world,en,US,Staff Writer,"{""key"": ""value""}",0.045767066279104006,0.148730761818712
evt_000273,NYTimes,The Verge files government as season starts,Short abstract 273,https://media.org/article/471791,2025-09-02 13:53:37.732433+00:00,2025-09-03 01:34:37.732433+00:00,entertainment,en,US,,"[""ai"", ""economy""]",0.513480824208697,0.14705546414081502
evt_000274,AP News,Bloomberg announces startup citing demand,Short abstract 274,https://site.net/article/609629,2025-08-31 08:40:37.732433+00:00,2025-08-31 09:49:37.732433+00:00,business,,DE,Staff Writer,"[""ai"", ""economy""]",0.018356018329266,0.46925978835363
evt_000275,NYTimes,TechCrunch reports government citing demand,Short abstract 275,https://news.com/article/844714,2025-09-01 22:25:37.732433+00:00,2025-09-01 22:52:37.732433+00:00,entertainment,fr,FR,,"[""ai"", ""economy""]",0.682351157875781,0.19605011135258701
evt_000276,BBC,Reuters announces scientist as season starts,Short abstract 276,https://site.net/article/128944,2025-09-01 18:55:37.732433+00:00,2025-09-02 07:48:37.732433+00:00,politics,en,BR,,"{""key"": ""value""}",-0.509687061387333,0.126211089368008
evt_000277,Al Jazeera,NYTimes secures vaccine in partnership,Short abstract 277,https://news.com/article/107693,2025-08-30 18:42:37.732433+00:00,2025-08-30 18:48:37.732433+00:00,sports,en,DE,Staff Writer,"{""key"": ""value""}",0.9789354353418851,0.30806220785313504
evt_000278,ESPN,AP News expands market in partnership,Short abstract 278,https://site.net/article/783569,2025-09-01 23:34:37.732433+00:00,2025-09-02 05:03:37.732433+00:00,business,es,AU,,"{""key"": ""value""}",0.055463407089612005,0.097719158653172
evt_000279,Al Jazeera,TechCrunch announces scientist in partnership,Short abstract 279,https://news.com/article/105137,2025-08-31 03:08:37.732433+00:00,2025-08-31 03:15:37.732433+00:00,science,fr,AU,Staff Writer,"[""ai"", ""economy""]",0.23201708758125802,0.512499282143552
evt_000280,Reuters,Reuters secures market following earnings,Short abstract 280,https://news.com/article/913001,2025-09-02 11:29:37.732433+00:00,2025-09-02 11:31:37.732433+00:00,business,en,,Staff Writer,"[""ai"", ""economy""]",0.023407411500439002,0.1598914476854
,AP News,AP News wins startup in partnership,Short abstract 281,https://publisher.io/article/637003,2025-09-01 06:44:37.732433+00:00,2025-09-01 07:13:37.732433+00:00,world,en,,,"[""ai"", ""economy""]",-0.528226679977867,0.22795401480760202
evt_000282,AP News,NYTimes files AI model in new study,Short abstract 282,https://publisher.io/article/181392,2025-09-02 15:42:37.732433+00:00,2025-09-03 02:43:37.732433+00:00,technology,en,,Staff Writer,"{""key"": ""value""}",-0.219436701920027,0.170041459191376
evt_000283,NYTimes,ESPN reports policy as season starts,Short abstract 283,https://news.com/article/804359,2025-09-02 15:11:37.732433+00:00,2025-09-03 00:24:37.732433+00:00,science,en,GB,Staff Writer,"{""key"": ""value""}",0.30538264907016205,0.149691318027765
evt_000284,AP News,AP News reveals team citing demand,Short abstract 284,https://media.org/article/255003,2025-09-02 03:41:37.732433+00:00,2025-09-02 12:56:37.732433+00:00,health,fr,DE,,"{""key"": ""value""}",0.24856377593210202,0.330339035409257
evt_000285,Al Jazeera,CNN files device following earnings,Short abstract 285,https://publisher.io/article/702419,2025-09-02 06:27:37.732433+00:00,2025-09-02 06:44:37.732433+00:00,business,en,GB,,"[""ai"", ""economy""]",0.11089325410656901,0.26903204160104705
evt_000286,TechCrunch,Reuters wins AI model citing demand,Short abstract 286,https://news.com/article/364918,2025-09-02 12:04:37.732433+00:00,2025-09-02 20:12:37.732433+00:00,world,,DE,Staff Writer,"{""key"": ""value""}",0.09238209966935301,0.30610870833811504
evt_000287,ESPN,Al Jazeera reveals team in partnership,Short abstract 287,https://site.net/article/663965,2025-09-01 19:18:37.732433+00:00,2025-09-01 19:59:37.732433+00:00,politics,,AU,Staff Writer,"{""key"": ""value""}",0.17605954299537802,0.354772192300136
evt_000288,Bloomberg,AP News files startup amid growth,Short abstract 288,https://media.org/article/545645,2025-08-31 21:46:37.732433+00:00,2025-09-01 08:35:37.732433+00:00,business,,DE,Staff Writer,"{""key"": ""value""}",0.166855850790829,0.47541318648658504
evt_000289,NYTimes,CNN debuts economy as season starts,Short abstract 289,https://example.com/article/779261,2025-08-31 05:36:37.732433+00:00,2025-08-31 07:09:37.732433+00:00,sports,en,CA,,"[""ai"", ""economy""]",0.141066715874371,0.646228605030289
evt_000290,BBC,Al Jazeera secures AI model as season starts,Short abstract 290,https://media.org/article/889716,2025-09-01 06:19:37.732433+00:00,2025-09-01 15:26:37.732433+00:00,science,en,DE,Staff Writer,"{""key"": ""value""}",-0.620365170266426,0.056385704536641004
evt_000291,Al Jazeera,BBC announces AI model amid growth,Short abstract 291,https://media.org/article/181727,2025-09-01 13:05:37.732433+00:00,2025-09-01 15:44:37.732433+00:00,business,es,GB,Staff Writer,"{""key"": ""value""}",,0.208280236862905
evt_000292,NYTimes,The Verge secures startup amid growth,Short abstract 292,https://site.net/article/528807,2025-09-02 06:37:37.732433+00:00,2025-09-02 12:44:37.732433+00:00,technology,es,IN,Staff Writer,"[""ai"", ""economy""]",0.5516927960532001,0.168872042250544
evt_000293,CNN,Reuters debuts scientist amid growth,Short abstract 293,https://media.org/article/803300,2025-09-02 02:51:37.732433+00:00,2025-09-02 15:20:37.732433+00:00,world,,US,,"{""key"": ""value""}",0.9824775831843411,0.31641548952888904
evt_000294,The Verge,The Verge wins market after review,Short abstract 294,https://example.com/article/501616,2025-09-02 04:36:37.732433+00:00,2025-09-02 15:18:37.732433+00:00,entertainment,es,GB,Staff Writer,"{""key"": ""value""}",0.107585777754474,0.46793205420568
evt_000295,BBC,Bloomberg reveals economy as season starts,Short abstract 295,https://media.org/article/926256,2025-09-02 05:45:37.732433+00:00,2025-09-02 07:28:37.732433+00:00,technology,,DE,Staff Writer,"[""ai"", ""economy""]",-0.33751692605958705,0.150119098058783
evt_000296,The Verge,TechCrunch launches scientist as season starts,Short abstract 296,https://news.com/article/899691,2025-09-02 00:51:37.732433+00:00,2025-09-02 02:49:37.732433+00:00,science,,AU,Staff Writer,"{""key"": ""value""}",-0.6677628945635581,0.325050598060376
evt_000297,Bloomberg,CNN investigates market following earnings,Short abstract 297,https://example.com/article/215217,2025-09-02 15:25:37.732433+00:00,2025-09-02 15:43:37.732433+00:00,health,fr,BR,Staff Writer,"{""key"": ""value""}",0.49465151207864705,0.025346253186627
evt_000298,ESPN,Reuters announces scientist amid growth,Short abstract 298,https://site.net/article/591957,2025-08-31 01:47:37.732433+00:00,2025-08-31 02:45:37.732433+00:00,sports,,,Staff Writer,"[""ai"", ""economy""]",-0.364222048429272,0.36803628752877005
evt_000299,TechCrunch,AP News launches device in new study,Short abstract 299,https://publisher.io/article/278938,2025-08-31 01:59:37.732433+00:00,2025-08-31 03:35:37.732433+00:00,finance,,AU,Staff Writer,"{""key"": ""value""}",-0.8858476893280731,0.440504394721193
evt_000300,AP News,ESPN reveals policy after review,Short abstract 300,https://media.org/article/171456,2025-08-31 03:47:37.732433+00:00,2025-08-31 09:37:37.732433+00:00,business,es,BR,Staff Writer,"{""key"": ""value""}",-0.6749242134105481,0.081649929597204
evt_000301,Reuters,ESPN launches economy as season starts,Short abstract 301,https://site.net/article/796727,2025-09-02 14:06:37.732433+00:00,2025-09-02 22:57:37.732433+00:00,economy,en,DE,Staff Writer,"[""ai"", ""economy""]",-0.502992217103242,0.46888770507373206
evt_000302,BBC,CNN launches AI model following earnings,Short abstract 302,https://example.com/article/571209,2025-08-31 20:53:37.732433+00:00,2025-08-31 21:59:37.732433+00:00,sports,en,CA,Staff Writer,"{""key"": ""value""}",-0.313147057818628,0.181325977915217
evt_000303,AP News,TechCrunch launches chip after review,Short abstract 303,,2025-09-01 15:27:37.732433+00:00,2025-09-02 00:47:37.732433+00:00,health,en,GB,Staff Writer,"[""ai"", ""economy""]",0.35091961346812905,0.33486062412085404
evt_000304,CNN,ESPN reports team in partnership,Short abstract 304,https://news.com/article/892505,2025-08-31 01:03:37.732433+00:00,2025-08-31 02:42:37.732433+00:00,world,en,FR,Staff Writer,"{""key"": ""value""}",-0.087646100498562,0.130997187550024
evt_000305,Reuters,BBC expands team in new study,Short abstract 305,https://publisher.io/article/674475,2025-09-02 13:10:37.732433+00:00,2025-09-02 16:59:37.732433+00:00,technology,en,IN,Staff Writer,"[""ai"", ""economy""]",,0.22469034028394103
evt_000306,NYTimes,BBC expands government in partnership,Short abstract 306,https://news.com/article/543384,2025-09-01 04:20:37.732433+00:00,2025-09-01 05:18:37.732433+00:00,technology,en,BR,,"{""key"": ""value""}",-0.042200914344674004,0.09890194567287301
evt_000307,The Verge,TechCrunch announces market following earnings,Short abstract 307,https://example.com/article/118358,2025-08-30 15:04:37.732433+00:00,2025-08-30 16:59:37.732433+00:00,,,GB,Staff Writer,"[""ai"", ""economy""]",-0.434248320488867,0.232205116981705
evt_000308,The Verge,NYTimes expands policy following earnings,Short abstract 308,https://publisher.io/article/714772,2025-09-01 21:53:37.732433+00:00,2025-09-01 22:20:37.732433+00:00,business,,,,"{""key"": ""value""}",-0.596632208051693,0.34988070097119
evt_000309,BBC,The Verge reports device citing demand,Short abstract 309,https://media.org/article/810304,2025-09-02 06:09:37.732433+00:00,2025-09-02 18:25:37.732433+00:00,politics,en,US,Staff Writer,"{""key"": ""value""}",0.02301447841751,0.052169758509316
evt_000310,Bloomberg,BBC secures government in partnership,Short abstract 310,https://site.net/article/193271,2025-08-31 21:55:37.732433+00:00,2025-09-01 09:55:37.732433+00:00,sports,fr,FR,Staff Writer,"{""key"": ""value""}",0.15044345919894903,0.016738845657075
evt_000311,ESPN,Bloomberg wins scientist as season starts,Short abstract 311,https://media.org/article/218590,2025-09-01 10:23:37.732433+00:00,2025-09-01 20:08:37.732433+00:00,politics,fr,IN,,"[""ai"", ""economy""]",-0.5577468976256821,0.138926145578113
evt_000312,Al Jazeera,NYTimes reveals government as season starts,Short abstract 312,https://media.org/article/283939,2025-09-02 06:16:37.732433+00:00,2025-09-02 13:45:37.732433+00:00,world,en,US,Staff Writer,"[""ai"", ""economy""]",-0.7435798673602361,0.32055304775307203
evt_000313,NYTimes,CNN reports AI model in partnership,Short abstract 313,https://media.org/article/780235,2025-08-31 13:03:37.732433+00:00,2025-08-31 13:23:37.732433+00:00,entertainment,en,GB,Staff Writer,"[""ai"", ""economy""]",-0.9680922006650171,0.059403521446224
